device_brand,os,screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Oppo,Android,12.83,13.0,5.0,16.0,4.0,3075.0,165.0,2015,587,4.500920165,5.304746654
Oppo,Android,12.7,8.0,5.0,16.0,4.0,2400.0,146.0,2015,669,3.989909544,5.474243516
Oppo,Android,12.7,8.0,5.0,16.0,4.0,2420.0,141.0,2015,957,4.235120483,4.919542874
Oppo,Android,12.83,13.0,8.0,32.0,4.0,3070.0,155.0,2015,738,4.456206033,5.561143063
Oppo,Android,12.7,13.0,8.0,16.0,4.0,2320.0,147.0,2015,909,4.645640119,5.522740099
Oppo,Android,12.75,13.0,5.0,32.0,4.0,2000.0,155.0,2015,662,4.139158578,5.299167006
Oppo,Android,12.7,8.0,5.0,16.0,4.0,2420.0,160.0,2015,643,4.056988776,5.389619525
Oppo,Android,10.29,5.0,2.0,16.0,4.0,2000.0,135.0,2015,593,4.066287964,4.867226711
Oppo,Android,15.24,13.0,8.0,32.0,4.0,4100.0,192.0,2015,865,4.569024739,6.060197385
Oppo,Android,12.7,13.0,8.0,16.0,4.0,2320.0,147.0,2015,959,4.917056947,5.887270018
Oppo,Android,10.29,8.0,2.0,32.0,4.0,2000.0,135.0,2015,578,3.773450356,4.26112938
Oppo,Android,10.29,8.0,2.0,32.0,4.0,2000.0,135.0,2015,726,4.180369342,5.070600875
Oppo,Android,10.16,3.15,0.3,16.0,4.0,1700.0,125.0,2015,1076,3.680343123,4.584967479
Oppo,Android,10.34,8.0,5.0,32.0,4.0,2000.0,130.0,2015,562,4.37298589,5.597940362
Oppo,Android,10.29,8.0,5.0,32.0,4.0,2000.0,135.0,2015,1011,4.037597828,5.009301071
Oppo,Android,12.7,13.0,5.0,16.0,4.0,2420.0,130.0,2015,883,4.273187855,5.828710296
Oppo,Android,12.75,13.0,5.0,16.0,4.0,2000.0,155.0,2014,777,4.094011173,5.994709277
Oppo,Android,12.83,16.0,16.0,32.0,4.0,3000.0,192.0,2014,703,4.877408617,6.310172791
Oppo,Android,12.7,13.0,5.0,16.0,4.0,2410.0,140.0,2014,790,4.630545492,5.677027737
Oppo,Android,10.29,5.0,2.0,16.0,4.0,1900.0,128.0,2014,804,4.098004523,4.870453263
Oppo,Android,10.34,8.0,2.0,16.0,4.0,2000.0,128.0,2014,682,4.468319003,5.476086912
Oppo,Android,10.34,5.0,2.0,16.0,4.0,1900.0,145.0,2014,775,4.252344965,5.303951465
Oppo,Android,10.16,3.15,0.3,16.0,4.0,1700.0,125.0,2014,1028,3.745496055,4.604269781
Oppo,Android,10.29,5.0,2.0,16.0,4.0,1900.0,132.5,2014,602,3.999850716,4.938136283
Oppo,Android,12.7,13.0,13.0,16.0,4.0,2140.0,150.0,2014,835,4.522657764,5.79994078
Oppo,Android,12.7,8.0,5.0,32.0,4.0,2410.0,140.0,2014,678,4.69701984,5.598829283
Oppo,Android,12.83,13.0,5.0,32.0,4.0,3000.0,171.0,2014,607,4.905200702,6.083222972
Oppo,Android,12.83,13.0,5.0,16.0,4.0,2800.0,170.0,2014,594,4.704472387,5.911203066
Oppo,Android,10.29,5.0,2.0,16.0,4.0,1900.0,130.0,2014,992,3.536602019,5.082335608
Oppo,Android,12.7,8.0,5.0,16.0,4.0,2410.0,140.0,2013,691,4.357862008,5.704382295
Oppo,Android,12.93,13.0,13.0,16.0,4.0,3610.0,213.0,2013,621,4.844738116,6.065272474
Oppo,Android,10.34,8.0,1.9,16.0,4.0,2000.0,110.0,2013,860,4.466367783,5.525532617
Oppo,Android,10.16,3.15,0.3,16.0,4.0,1700.0,140.75,2013,877,4.165113633,5.676034365
Oppo,Android,10.24,5.0,2.0,16.0,4.0,1700.0,141.5,2013,572,3.704014342,4.598749618
Others,Android,7.7,12.0,8.0,32.0,4.0,800.0,165.0,2018,395,4.881513214,5.701446415
Panasonic,Android,15.72,,8.0,64.0,4.0,4000.0,169.0,2018,487,4.268997904,5.293706754
Panasonic,Android,15.7,,16.0,128.0,4.0,3000.0,195.0,2018,717,4.873057631,5.856217398
Panasonic,Android,12.7,13.0,5.0,32.0,4.0,2500.0,143.0,2017,755,4.076519977,4.596028528
Panasonic,Android,12.83,13.0,5.0,64.0,4.0,3000.0,154.85,2017,643,4.622420539,5.298217362
Panasonic,Android,12.7,13.0,5.0,32.0,4.0,4000.0,163.0,2017,705,4.45225208,4.699479865
Panasonic,Android,12.83,13.0,13.0,32.0,4.0,5000.0,182.0,2017,734,4.464527856,4.871986066
Panasonic,Android,12.7,8.0,5.0,16.0,4.0,2210.0,144.0,2017,710,4.211831258,4.593198814
Panasonic,Android,12.7,8.0,2.0,16.0,4.0,4000.0,146.7,2017,601,3.871201011,4.492561242
Panasonic,Android,12.7,13.0,5.0,16.0,4.0,4000.0,169.0,2017,814,4.429267981,4.703747749
Panasonic,Android,12.83,13.0,5.0,32.0,4.0,3000.0,163.0,2016,924,4.487961985,5.015291106
Panasonic,Android,12.83,13.0,5.0,32.0,4.0,4000.0,193.0,2017,713,4.500476115,4.849527134
Panasonic,Android,12.75,16.0,8.0,32.0,4.0,3000.0,165.0,2017,622,4.282206299,5.132262782
Panasonic,Android,12.83,13.0,5.0,16.0,4.0,3000.0,145.0,2017,866,4.54584472,5.073610093
Panasonic,Android,12.7,13.0,5.0,16.0,4.0,2200.0,133.0,2017,781,4.347564581,4.851717715
Panasonic,Android,12.78,13.0,5.0,16.0,4.0,2600.0,156.0,2016,915,4.237000863,5.077982368
Panasonic,Android,12.83,13.0,5.0,16.0,4.0,2500.0,155.0,2016,924,4.35504077,4.617098757
Panasonic,Android,12.7,8.0,2.0,32.0,4.0,2000.0,126.0,2016,966,3.87245023,4.585579536
Panasonic,Android,12.7,8.0,5.0,16.0,4.0,2800.0,138.0,2016,836,4.357221516,5.000180836
Panasonic,Android,12.7,8.0,5.0,32.0,4.0,2450.0,147.0,2016,835,4.005877581,5.303056121
Panasonic,Android,12.83,16.0,5.0,32.0,4.0,3000.0,142.0,2016,708,4.538602942,5.142481935
Panasonic,Android,12.7,8.0,5.0,16.0,4.0,4000.0,167.5,2016,800,4.241902127,5.002132582
Panasonic,Android,12.83,13.0,5.0,16.0,4.0,2700.0,151.0,2016,569,4.094844437,5.004013418
Panasonic,Android,12.7,8.0,5.0,16.0,4.0,2000.0,151.0,2016,588,4.006605648,4.872598529
Panasonic,Android,12.7,8.0,5.0,16.0,4.0,3200.0,155.0,2016,843,3.848230872,4.698296164
Panasonic,Android,12.7,13.0,5.0,32.0,4.0,2350.0,145.0,2016,796,4.309993432,4.937921222
Panasonic,Android,10.29,5.0,2.0,32.0,4.0,1600.0,151.0,2016,1039,3.698334613,4.270955399
Panasonic,Android,12.83,13.0,5.0,16.0,4.0,2500.0,145.0,2015,976,4.449802099,5.299816243
Panasonic,Android,12.83,13.0,8.0,32.0,4.0,2910.0,141.0,2015,564,4.421487704,5.591658397
Panasonic,Android,12.83,8.0,2.0,32.0,4.0,2500.0,158.0,2015,881,4.02123609,4.943426544
Panasonic,Android,12.7,8.0,2.0,32.0,4.0,2000.0,135.0,2015,887,4.162937354,4.775672166
Panasonic,Android,10.29,5.0,0.3,32.0,4.0,1800.0,138.0,2015,938,3.489513463,4.61254294
Panasonic,Android,12.83,13.0,8.0,16.0,4.0,3500.0,147.0,2015,985,4.583640067,5.081280134
Panasonic,Android,12.7,8.0,5.0,32.0,4.0,2000.0,110.0,2015,836,4.445353485,5.249337184
Panasonic,Android,10.34,8.0,5.0,32.0,4.0,1980.0,135.0,2015,567,4.188745238,4.874662829
Panasonic,Android,12.7,13.0,5.0,16.0,4.0,2500.0,131.0,2015,968,4.462915138,5.402497185
Panasonic,Android,12.7,8.0,5.0,32.0,4.0,2100.0,135.0,2014,978,4.383275854,5.015490157
Panasonic,Android,15.24,8.0,2.0,16.0,4.0,2800.0,173.8,2014,684,4.000583182,5.245074805
Panasonic,Android,10.16,5.0,2.0,32.0,4.0,1500.0,117.0,2014,787,3.478775516,4.487624622
Panasonic,Android,12.83,8.0,2.0,16.0,4.0,2500.0,148.0,2014,941,3.859044081,4.789323398
Panasonic,Android,12.7,8.0,2.0,32.0,4.0,2000.0,155.0,2014,758,4.263102323,4.934186122
Panasonic,Android,10.34,20.1,1.1,16.0,4.0,2600.0,204.0,2014,1043,4.294424174,6.719689254
Panasonic,Android,12.7,8.0,1.3,16.0,4.0,2000.0,115.0,2014,635,3.953548752,4.783651043
Panasonic,Android,12.7,13.0,2.0,16.0,4.0,2500.0,141.0,2014,1089,4.678606504,5.473194616
Panasonic,Android,12.83,13.0,2.0,32.0,4.0,2500.0,141.0,2014,996,4.583333491,5.387700928
Panasonic,Android,10.16,3.15,0.3,16.0,4.0,1300.0,120.0,2013,707,3.437207819,4.25561271
Panasonic,Android,12.7,8.0,1.3,16.0,4.0,2500.0,135.0,2013,967,3.788951008,6.085683222
Panasonic,Android,12.7,8.0,2.0,32.0,4.0,2000.0,133.0,2014,1014,4.330996464,5.133973243
Others,Others,7.62,3.15,0.3,256.0,0.25,1030.0,102.0,2013,997,4.309321524,5.074986298
Others,Android,10.36,12.6,2.0,16.0,4.0,2100.0,135.0,2013,731,4.028916757,5.908218799
Others,Android,10.16,5.0,2.0,16.0,4.0,1400.0,125.0,2014,844,3.467921014,4.868994922
Others,Android,12.7,5.0,0.3,1024.0,4.0,2200.0,170.0,2013,584,4.07090533,5.135798437
Others,Android,12.7,13.0,0.3,16.0,4.0,3300.0,200.0,2013,1018,4.695102293,5.828798548
Others,Android,10.29,8.0,0.3,16.0,4.0,2400.0,154.0,2013,1068,4.393584584,5.395171808
Others,Windows,12.7,8.0,2.0,32.0,4.0,2000.0,150.0,2014,968,4.383275854,5.123011145
Others,Windows,10.16,8.0,0.3,16.0,4.0,2000.0,150.0,2014,913,3.873490056,4.520809837
Others,Android,10.16,3.15,0.3,16.0,4.0,1500.0,120.0,2013,557,3.513334882,4.496470769
Others,Android,10.24,8.0,1.2,16.0,4.0,2000.0,140.0,2013,847,4.05161102,5.340274716
Others,Android,10.16,8.0,0.3,16.0,4.0,1700.0,132.0,2013,588,3.733135545,4.78840799
Others,Android,12.78,8.0,1.2,16.0,4.0,2100.0,140.0,2013,744,4.044103346,5.185876287
Others,Android,12.7,8.0,2.0,16.0,4.0,2000.0,130.0,2013,903,4.337160013,5.298667305
Others,Android,12.7,5.0,0.3,16.0,4.0,2200.0,199.0,2013,783,4.099332104,5.01422883
Others,Android,10.29,8.0,0.3,16.0,4.0,1800.0,134.0,2013,1010,4.080414657,4.776430795
Others,Android,10.29,8.0,0.3,16.0,4.0,1850.0,158.0,2013,703,3.892024359,4.794550107
Others,Android,10.24,8.0,0.3,16.0,4.0,1500.0,133.0,2013,712,3.925531355,4.78857449
Others,Android,10.24,5.0,0.3,16.0,4.0,1500.0,190.0,2013,786,3.93808054,4.703657133
Others,Android,10.16,8.0,0.3,16.0,4.0,2500.0,134.0,2013,1052,3.922369297,4.790819533
Others,Android,10.16,8.0,0.3,16.0,4.0,1500.0,124.0,2013,919,3.890390705,4.610257225
Others,Android,10.16,5.0,0.3,16.0,4.0,1500.0,180.0,2013,706,3.65351131,4.61630793
Others,Android,7.75,3.15,0.3,16.0,4.0,2000.0,130.0,2013,686,3.441058915,4.392719264
Others,Android,25.43,2.0,0.3,32.0,4.0,7000.0,612.0,2013,1049,4.646599996,5.395852342
Others,Android,23.04,2.0,2.0,32.0,4.0,8000.0,621.0,2013,1051,4.783483721,5.294510128
Others,Android,19.94,2.0,0.3,32.0,4.0,4700.0,406.0,2013,1025,4.439587745,4.943711709
Others,Android,20.32,5.0,0.3,16.0,4.0,6000.0,450.0,2013,913,4.748837536,5.478302864
Others,Android,20.32,5.0,2.0,16.0,4.0,5300.0,450.0,2013,1005,4.840953518,5.291040958
Others,Android,25.43,2.0,2.0,16.0,4.0,6400.0,680.0,2013,832,4.953712147,5.437905381
Others,Android,25.43,2.0,2.0,16.0,4.0,6400.0,660.0,2013,927,4.940856399,5.242223092
Others,Android,17.78,2.0,0.3,32.0,4.0,4000.0,305.0,2013,657,4.244056835,4.876265455
Others,Android,17.78,2.0,0.3,16.0,4.0,3200.0,305.0,2013,783,4.216709677,4.700116663
Others,Android,20.32,0.3,0.3,32.0,4.0,4700.0,490.0,2013,1039,4.365261888,5.298567335
Others,Android,17.78,0.3,0.3,16.0,4.0,3200.0,305.0,2013,972,3.947003974,4.259576475
Others,Android,17.78,0.3,0.3,32.0,4.0,3200.0,305.0,2013,884,4.02820476,4.24247717
Others,Android,17.78,0.3,0.3,16.0,4.0,3000.0,326.0,2013,626,4.176231722,4.865532448
Others,Android,15.24,24.0,8.0,64.0,4.0,3500.0,210.0,2015,561,4.644102396,5.99436035
Others,Android,10.36,8.0,8.0,32.0,4.0,2500.0,154.0,2015,652,4.033886593,4.856862321
Others,Android,10.36,8.0,5.0,16.0,4.0,2000.0,97.0,2015,1085,3.988613608,5.434289528
Others,Android,10.29,5.0,2.0,32.0,4.0,2500.0,138.0,2015,890,4.057853454,4.60386934
Others,Android,12.7,5.0,5.0,32.0,4.0,2000.0,152.0,2015,827,3.94022166,4.612939923
Others,Others,5.18,0.3,2.0,32.0,0.25,2500.0,154.0,2015,706,2.93385687,3.008154794
Others,Android,10.16,0.3,0.3,16.0,4.0,2500.0,154.0,2015,641,3.159550359,3.888549649
Others,Android,10.16,2.0,0.3,16.0,4.0,2500.0,154.0,2015,737,3.504956616,4.078892458
Others,Android,12.7,13.0,5.0,16.0,4.0,2500.0,154.0,2015,813,4.259293869,5.306731865
Others,Android,19.94,5.0,2.0,32.0,4.0,2500.0,154.0,2015,761,3.941775964,4.79015486
Others,Others,5.28,2.0,0.3,128.0,0.25,2500.0,154.0,2015,746,3.612808017,3.673258073
Others,Android,10.34,8.0,2.0,32.0,4.0,2500.0,151.0,2015,1087,3.708927149,4.600358629
Others,Android,12.7,5.0,2.0,32.0,4.0,2500.0,150.0,2015,767,3.632309103,5.098279804
Others,Android,12.83,13.0,5.0,16.0,4.0,2820.0,154.0,2015,699,4.200804473,5.200373722
Others,Android,10.29,5.0,2.0,32.0,4.0,2500.0,154.0,2015,570,3.598133841,4.685459017
Others,Android,12.7,8.0,5.0,32.0,4.0,2500.0,154.0,2015,1082,3.99654796,5.072294674
Others,Android,12.7,8.0,2.0,32.0,4.0,2500.0,180.0,2015,816,4.097672352,5.079663721
Others,Windows,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,930,3.740285242,4.089666973
Others,Android,12.7,13.0,5.0,16.0,4.0,2400.0,120.0,2015,658,4.343025897,5.142481935
Others,Android,12.7,13.0,5.0,16.0,4.0,2500.0,158.0,2015,903,4.434381865,5.401595716
Others,Android,10.16,5.0,0.3,32.0,4.0,2500.0,154.0,2015,575,3.661251287,4.499920775
Others,Android,10.36,8.0,5.0,16.0,4.0,2050.0,97.7,2015,962,4.45423101,5.34848753
Others,Android,12.7,8.0,2.0,32.0,4.0,2500.0,154.0,2015,995,4.013134507,4.786074072
Others,Android,10.34,8.0,5.0,16.0,4.0,2500.0,119.0,2015,724,3.787819402,5.016484819
Others,Android,10.34,5.0,2.0,32.0,4.0,2500.0,154.0,2015,1023,4.017103482,4.799914263
Others,Android,12.7,8.0,2.0,16.0,4.0,2500.0,154.0,2015,601,3.809547214,5.016816153
Others,Android,12.7,8.0,2.0,32.0,4.0,2500.0,154.0,2015,766,4.030339232,5.003409249
Others,Android,12.7,13.0,5.0,16.0,4.0,2500.0,154.0,2015,1007,4.327966358,5.079850363
Others,Android,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,1009,3.897112393,4.493344371
Others,Android,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,1052,3.684118137,4.40366581
Others,Android,12.7,5.0,0.3,32.0,4.0,2500.0,154.0,2015,667,3.891820298,4.388008706
Others,Android,10.34,8.0,2.0,32.0,4.0,2500.0,154.0,2015,579,4.26394668,4.79628629
Others,Android,10.29,8.0,2.0,32.0,4.0,2100.0,150.0,2014,616,3.784644076,4.700298531
Others,Android,10.29,5.0,0.3,32.0,4.0,2100.0,150.0,2014,661,3.656097965,4.604870141
Others,Android,10.16,3.15,0.3,16.0,4.0,2100.0,150.0,2014,1043,3.456947397,4.10148567
Others,Android,10.29,8.0,2.0,32.0,4.0,2100.0,150.0,2014,708,3.909820582,4.499476281
Others,Android,10.34,8.0,2.0,32.0,4.0,2100.0,150.0,2014,1026,3.929666441,4.620846665
Others,Others,5.18,0.3,2.0,64.0,0.25,2100.0,150.0,2014,617,2.033397603,2.937043277
Others,Android,10.29,5.0,2.0,32.0,4.0,2100.0,150.0,2014,839,4.034063631,4.793225275
Others,Android,12.7,8.0,2.0,32.0,4.0,2100.0,150.0,2014,606,4.110545942,4.78256295
Others,Android,10.34,8.0,2.0,16.0,4.0,2100.0,150.0,2014,1009,3.838161157,4.708268144
Others,Others,5.18,0.3,2.0,32.0,0.25,2100.0,150.0,2014,789,2.323367632,2.901421594
Others,Android,10.08,3.15,0.3,512.0,0.25,2100.0,150.0,2014,818,3.100542638,4.115616697
Others,Android,12.7,8.0,2.0,32.0,4.0,2100.0,150.0,2014,665,4.210793375,4.784905067
Others,Others,7.67,0.3,2.0,128.0,0.25,2100.0,150.0,2014,555,2.396985768,3.359333178
Others,Android,10.16,5.0,0.3,16.0,4.0,2100.0,150.0,2014,1008,3.774139298,4.50777784
Others,Android,12.83,16.0,8.0,16.0,4.0,2500.0,150.0,2014,706,4.247065649,5.735959206
Others,Android,12.7,13.0,5.0,16.0,4.0,2100.0,150.0,2014,823,4.176385273,5.076922286
Others,Android,12.7,13.0,5.0,16.0,4.0,2300.0,133.0,2014,953,4.021415382,5.304448532
Others,Android,20.32,5.0,2.0,16.0,4.0,2100.0,150.0,2014,683,4.196901151,5.068338004
Others,Android,10.16,5.0,0.3,16.0,4.0,2100.0,150.0,2014,569,3.75490125,4.372733588
Others,Others,5.23,2.0,2.0,64.0,0.25,2100.0,150.0,2014,884,3.216873822,3.403860499
Others,Android,7.75,2.0,0.3,512.0,0.25,2100.0,150.0,2014,848,3.131136911,4.103799721
Others,Android,12.7,8.0,2.0,16.0,4.0,2100.0,167.0,2014,855,4.044103346,4.862135286
Others,Android,10.29,5.0,2.0,32.0,4.0,2100.0,88.2,2014,988,3.649098584,4.780886644
Others,Android,10.29,3.15,0.3,16.0,4.0,2100.0,150.0,2014,876,3.344274234,4.391605609
Others,Android,10.29,5.0,0.3,16.0,4.0,2100.0,150.0,2014,981,3.63072054,4.394202211
Others,Android,10.34,5.0,2.0,16.0,4.0,2100.0,150.0,2014,924,3.864721732,4.399375273
Others,Android,10.29,8.0,2.0,16.0,4.0,2100.0,150.0,2014,1014,3.696103299,4.939497266
Others,Android,12.88,12.0,5.0,16.0,4.0,2100.0,220.0,2014,768,4.17776617,5.178519803
Others,Android,12.7,13.0,5.0,32.0,4.0,2000.0,154.5,2013,834,4.326513925,5.300913992
Others,Android,10.36,8.0,5.0,16.0,4.0,2000.0,135.0,2013,681,4.511957804,5.350720045
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,154.5,2013,1041,4.043577445,5.000786958
Others,Android,11.81,8.0,1.0,16.0,4.0,2000.0,154.5,2013,655,4.067487108,4.788241462
Others,Android,10.29,5.0,0.3,16.0,4.0,2000.0,154.5,2013,976,3.726897521,4.86968598
Others,Android,14.53,12.0,8.0,64.0,4.0,4000.0,220.0,2018,630,5.320078858,6.74563627
Others,Android,12.88,13.0,8.0,64.0,4.0,4000.0,197.0,2017,565,4.349503443,6.619459685
Realme,Android,15.32,13.0,25.0,64.0,4.0,3500.0,168.0,2018,422,4.836678654,4.868149646
Realme,Android,15.32,13.0,16.0,128.0,4.0,3500.0,174.0,2018,574,4.998225274,5.3499606
Realme,Android,15.29,13.0,5.0,16.0,4.0,4230.0,168.0,2018,416,4.335066046,4.587209861
Realme,Android,15.29,13.0,8.0,64.0,4.0,4230.0,168.0,2018,562,4.614328124,4.795046467
Realme,Android,15.24,13.0,8.0,128.0,4.0,3410.0,155.0,2018,674,4.668802046,4.864684239
Samsung,Android,15.34,12.0,9.0,1024.0,4.0,4100.0,175.0,2019,291,5.569717606,6.957268991
Samsung,Android,15.27,12.0,10.0,128.0,4.0,3400.0,157.0,2019,525,5.55597828,6.64548101
Samsung,Android,12.9,12.0,10.0,256.0,4.0,3100.0,150.0,2019,505,4.73523307,6.519574925
Samsung,Android,17.86,12.0,9.0,512.0,4.0,4380.0,263.0,2019,428,5.978657891,7.468045125
Samsung,Android,12.7,5.0,5.0,32.0,4.0,2600.0,169.0,2019,526,3.891412052,4.221564412
Samsung,Android,15.34,12.0,16.0,128.0,4.0,5000.0,174.0,2019,363,4.597541159,5.516287559
Samsung,Android,15.32,12.0,8.0,64.0,4.0,5000.0,186.0,2019,302,4.587617027,5.394036554
Samsung,Android,15.8,12.0,5.0,32.0,4.0,3400.0,163.0,2019,190,4.236278058,4.594614672
Samsung,Android,15.42,12.0,9.0,128.0,4.0,3700.0,169.0,2019,291,5.100597868,6.478140911
Samsung,Android,15.42,12.0,32.0,128.0,4.0,4500.0,183.0,2019,298,5.242910359,6.038348133
Samsung,Android,15.32,12.0,32.0,128.0,4.0,3500.0,169.0,2019,339,4.865378281,5.596494176
Samsung,Android,15.34,12.0,25.0,128.0,4.0,4000.0,166.0,2019,377,4.824626949,5.858532975
Samsung,Android,12.93,12.0,25.0,64.0,4.0,3100.0,140.0,2019,355,4.884996482,5.512702676
Samsung,Android,15.34,12.0,16.0,64.0,4.0,4000.0,165.0,2019,356,4.68527443,5.520180098
Samsung,Android,15.34,12.0,8.0,32.0,4.0,4000.0,169.0,2019,220,4.649187071,5.308317201
Samsung,Android,15.29,13.0,5.0,32.0,4.0,3400.0,168.0,2019,333,4.424007957,4.792396362
Samsung,Android,25.53,13.0,8.0,128.0,4.0,7040.0,400.0,2019,252,5.358188764,6.03787092
Samsung,Android,25.43,8.0,5.0,32.0,4.0,6150.0,460.0,2019,431,4.934545873,5.39838892
Samsung,Android,25.43,8.0,2.0,32.0,4.0,7300.0,525.0,2018,452,4.81866736,5.308564683
Samsung,Android,20.32,5.0,2.0,32.0,4.0,5000.0,358.0,2018,542,4.663156035,5.30464729
Samsung,Android,25.53,13.0,8.0,64.0,4.0,7300.0,175.0,2018,487,4.836440625,6.362027603
Samsung,Android,25.53,8.0,5.0,32.0,4.0,7300.0,175.0,2018,453,4.474947599,5.632429678
Samsung,Android,15.24,12.0,12.0,64.0,4.0,3300.0,175.0,2018,496,4.896346148,5.597050649
Samsung,Android,15.32,12.0,24.0,64.0,4.0,3800.0,183.0,2018,645,4.967379785,5.883183103
Samsung,Android,15.24,12.0,24.0,128.0,4.0,3300.0,168.0,2018,385,5.123070723,5.63489674
Samsung,Android,15.34,12.0,8.0,512.0,4.0,4000.0,201.0,2018,580,5.714293704,6.618725632
Samsung,Android,15.24,12.0,8.0,64.0,4.0,3300.0,178.0,2018,504,4.830152047,5.481971369
Samsung,Android,15.24,8.0,5.0,16.0,4.0,3300.0,177.0,2018,642,4.469694046,5.006894974
Samsung,Android,15.24,13.0,5.0,32.0,4.0,3300.0,178.0,2018,452,4.446643278,5.245970886
Samsung,Android,12.7,8.0,5.0,32.0,4.0,2600.0,154.0,2018,557,4.065945088,4.626442321
Samsung,Android,12.85,13.0,8.0,64.0,4.0,3000.0,154.0,2018,478,4.522114611,5.013098924
Samsung,Android,12.83,8.0,5.0,16.0,4.0,3300.0,181.0,2018,443,4.24563401,5.304249735
Samsung,Android,12.7,8.0,5.0,16.0,4.0,2600.0,152.0,2018,452,4.24792365,5.013564334
Samsung,Android,15.32,12.0,24.0,64.0,4.0,3700.0,191.0,2018,692,5.11433443,5.859645972
Samsung,Android,12.9,16.0,8.0,64.0,4.0,3000.0,150.0,2018,451,4.9682148,5.988083839
Samsung,Android,15.24,12.0,16.0,64.0,4.0,3500.0,177.0,2018,575,4.714293613,5.519258494
Samsung,Android,12.85,13.0,8.0,64.0,4.0,3000.0,154.0,2018,727,4.352082758,5.191511362
Samsung,Android,12.83,13.0,5.0,16.0,4.0,3000.0,175.0,2018,480,4.31039636,4.93842296
Samsung,Android,15.24,12.0,24.0,64.0,4.0,3500.0,186.0,2018,407,4.734442522,5.634075062
Samsung,Android,12.85,16.0,16.0,64.0,4.0,3000.0,159.0,2018,655,4.907494535,5.299117047
Samsung,Android,12.83,12.0,8.0,32.0,4.0,3000.0,174.0,2018,616,4.457713717,5.479721836
Samsung,Android,12.83,13.0,13.0,32.0,4.0,3300.0,170.0,2018,559,4.414372811,5.139849046
Samsung,Android,15.29,12.0,8.0,64.0,4.0,3500.0,189.0,2018,678,4.370333536,6.429316171
Samsung,Android,12.9,12.0,8.0,64.0,4.0,3000.0,163.0,2018,600,5.002267044,6.196607047
Samsung,Android,12.7,8.0,5.0,16.0,4.0,2600.0,153.0,2018,465,4.198404232,4.787408406
Samsung,Android,15.24,16.0,8.0,64.0,4.0,3500.0,191.0,2017,674,4.758577733,5.989988458
Samsung,Android,12.85,16.0,8.0,32.0,4.0,3000.0,172.0,2017,610,4.349115971,5.593781579
Samsung,Android,10.34,5.0,2.0,32.0,4.0,2000.0,130.0,2017,670,3.829293358,4.781054401
Samsung,Android,20.32,8.0,5.0,16.0,4.0,4450.0,415.0,2017,886,4.767118953,5.965505508
Samsung,Android,20.32,8.0,5.0,16.0,4.0,5000.0,364.0,2017,672,4.74675655,5.304299438
Samsung,Android,12.83,13.0,16.0,32.0,4.0,3000.0,180.0,2017,668,4.827113017,5.630243571
Samsung,Android,15.32,13.0,8.0,64.0,4.0,3300.0,195.0,2017,548,4.851014123,6.311807402
Samsung,Android,12.88,12.0,5.0,64.0,4.0,3200.0,167.0,2017,691,4.576359104,6.396779644
Samsung,Android,12.88,13.0,13.0,32.0,4.0,3300.0,179.0,2017,790,4.778703237,5.130904126
Samsung,Android,12.83,13.0,13.0,32.0,4.0,3600.0,181.0,2017,683,4.604670061,5.29169549
Samsung,Android,12.83,13.0,13.0,16.0,4.0,3600.0,181.0,2017,551,4.694279361,5.301063592
Samsung,Android,12.75,13.0,13.0,16.0,4.0,3000.0,160.0,2017,779,4.338335946,4.852733142
Samsung,Android,12.7,13.0,5.0,16.0,4.0,2400.0,142.0,2017,655,4.226395693,4.696289779
Samsung,Android,7.82,8.0,5.0,16.0,4.0,1950.0,165.0,2017,593,3.811318301,5.296114943
Samsung,Others,10.29,5.0,5.0,32.0,4.0,2050.0,143.0,2017,630,3.941775964,4.380024632
Samsung,Android,12.9,12.0,8.0,64.0,4.0,3000.0,155.0,2017,843,5.091293197,5.967632814
Samsung,Android,15.29,12.0,8.0,128.0,4.0,3500.0,173.0,2017,786,4.856706812,6.151433979
Samsung,Android,12.75,16.0,16.0,64.0,4.0,2600.0,145.0,2017,884,4.510859507,5.388066659
Samsung,Android,12.7,13.0,5.0,16.0,4.0,2800.0,172.0,2017,879,4.106767082,5.480888892
Samsung,Android,23.04,13.0,5.0,32.0,4.0,3000.0,429.0,2017,793,4.955897478,5.992988385
Samsung,Android,10.16,5.0,0.3,32.0,4.0,1500.0,126.0,2016,706,3.535145354,4.697293475
Samsung,Android,12.88,16.0,16.0,64.0,4.0,3300.0,172.0,2017,623,4.544995463,5.705015048
Samsung,Android,12.88,16.0,16.0,32.0,4.0,3600.0,186.0,2017,614,4.955333978,5.635146682
Samsung,Android,12.75,16.0,16.0,32.0,4.0,3000.0,157.0,2017,587,4.734793954,5.520099992
Samsung,Android,10.34,13.0,8.0,16.0,4.0,2350.0,138.0,2017,545,4.299459911,5.393354782
Samsung,Android,12.7,8.0,5.0,32.0,4.0,2600.0,160.0,2016,599,4.410735561,4.94021283
